file,repetitiveCodeLines,DeadCodesAfterReturn,MultipleReturnStatementsInFunction,LongStatements,MultipleSameFunctionNames,LongClassOrMethod,LongLoopBlocks,LongConditionalBlocks,LongParameterList
./Repositories/voltaML-main/voltaml/utils/callbacks.py,0,0,0,0,0,1,0,0,0
./Repositories/voltaML-main/voltaml/utils/dataloaders.py,8,2,4,5,4,9,0,9,4
./Repositories/voltaML-main/voltaml/utils/datasets.py,8,2,4,5,4,9,0,9,4
./Repositories/voltaML-main/voltaml/utils/detect.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/downloads.py,0,1,2,0,0,0,0,1,1
./Repositories/voltaML-main/voltaml/utils/general.py,1,2,11,5,3,2,0,3,7
./Repositories/voltaML-main/voltaml/utils/loss.py,9,1,2,0,1,2,0,2,0
./Repositories/voltaML-main/voltaml/utils/metrics.py,5,0,1,1,0,2,0,1,4
./Repositories/voltaML-main/voltaml/utils/plots.py,0,1,3,0,1,3,0,5,7
./Repositories/voltaML-main/voltaml/utils/torch_utils.py,0,0,1,0,1,1,0,0,2
./Repositories/voltaML-main/voltaml/utils/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/__main__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/backends/onnx_utils.py,0,0,0,0,0,2,0,1,0
./Repositories/voltaML-main/voltaml/transformer/backends/ort_utils.py,2,0,0,3,0,1,0,0,0
./Repositories/voltaML-main/voltaml/transformer/backends/pytorch_utils.py,3,0,0,0,0,0,0,1,0
./Repositories/voltaML-main/voltaml/transformer/backends/st_utils.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/backends/trt_utils.py,5,0,1,1,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/backends/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/benchmarks/utils.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/benchmarks/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/QDQModels/ast_operator_patch.py,5,2,0,0,2,0,0,0,1
./Repositories/voltaML-main/voltaml/transformer/QDQModels/ast_utils.py,0,0,1,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/QDQModels/calibration_utils.py,0,0,0,0,0,1,0,1,0
./Repositories/voltaML-main/voltaml/transformer/QDQModels/patch.py,3,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/QDQModels/QDQAlbert.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/QDQModels/QDQBert.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/QDQModels/QDQDeberta.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/QDQModels/QDQDistilbert.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/QDQModels/QDQElectra.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/QDQModels/QDQRoberta.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/QDQModels/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/triton/configuration.py,0,0,1,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/triton/configuration_decoder.py,2,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/triton/configuration_encoder.py,5,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/triton/configuration_question_answering.py,2,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/triton/configuration_token_classifier.py,2,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/triton/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/utils/args.py,0,0,0,0,0,1,0,0,0
./Repositories/voltaML-main/voltaml/transformer/utils/fastseq.py,0,0,0,0,0,0,0,0,1
./Repositories/voltaML-main/voltaml/transformer/utils/generative_model.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/utils/python_tokenizer.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/utils/question_answering.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/utils/token_classifier.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/utils/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/aws/resume.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/aws/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/flask_rest_api/example_request.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/flask_rest_api/restapi.py,0,0,1,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/loggers/__init__.py,0,0,0,0,0,2,0,1,6
./Repositories/voltaML-main/voltaml/models/yolov6/assigners/anchor_generator.py,0,0,1,0,0,1,0,1,1
./Repositories/voltaML-main/voltaml/models/yolov6/assigners/assigner_utils.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/assigners/atss_assigner.py,0,0,0,0,0,1,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/assigners/iou2d_calculator.py,0,0,3,0,0,1,0,1,2
./Repositories/voltaML-main/voltaml/models/yolov6/assigners/tal_assigner.py,1,0,0,0,0,1,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/assigners/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/core/engine.py,1,0,2,0,0,4,0,3,4
./Repositories/voltaML-main/voltaml/models/yolov6/core/evaler.py,5,0,2,2,1,4,0,5,4
./Repositories/voltaML-main/voltaml/models/yolov6/core/inferer.py,0,1,4,1,1,3,0,2,3
./Repositories/voltaML-main/voltaml/models/yolov6/data/datasets.py,2,0,3,0,1,4,0,8,0
./Repositories/voltaML-main/voltaml/models/yolov6/data/data_augment.py,0,0,1,3,0,1,0,2,3
./Repositories/voltaML-main/voltaml/models/yolov6/data/data_load.py,1,0,0,0,2,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/data/vis_dataset.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/data/voc2yolo.py,0,0,0,1,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/layers/common.py,14,0,6,0,3,1,0,0,8
./Repositories/voltaML-main/voltaml/models/yolov6/layers/dbb_transforms.py,0,0,0,0,0,0,0,0,1
./Repositories/voltaML-main/voltaml/models/yolov6/models/efficientrep.py,42,0,0,0,0,2,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/models/effidehead.py,19,0,2,0,0,4,0,1,0
./Repositories/voltaML-main/voltaml/models/yolov6/models/end2end.py,31,0,0,0,2,1,0,0,5
./Repositories/voltaML-main/voltaml/models/yolov6/models/loss.py,0,0,0,0,1,1,0,1,2
./Repositories/voltaML-main/voltaml/models/yolov6/models/loss_distill.py,1,0,0,0,1,2,0,2,3
./Repositories/voltaML-main/voltaml/models/yolov6/models/reppan.py,7,0,0,0,1,2,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/models/yolo.py,6,0,0,0,0,1,0,1,1
./Repositories/voltaML-main/voltaml/models/yolov6/models/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/solver/build.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/utils/checkpoint.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/utils/config.py,0,0,0,0,1,1,0,1,0
./Repositories/voltaML-main/voltaml/models/yolov6/utils/ema.py,0,0,0,0,0,0,0,0,1
./Repositories/voltaML-main/voltaml/models/yolov6/utils/envs.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/utils/events.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/utils/figure_iou.py,0,0,0,0,0,2,0,0,1
./Repositories/voltaML-main/voltaml/models/yolov6/utils/general.py,0,0,1,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/utils/metrics.py,5,1,1,0,1,2,0,0,3
./Repositories/voltaML-main/voltaml/models/yolov6/utils/nms.py,0,0,0,2,0,1,0,0,1
./Repositories/voltaML-main/voltaml/models/yolov6/utils/RepOptimizer.py,1,0,0,1,0,1,0,1,0
./Repositories/voltaML-main/voltaml/models/yolov6/utils/torch_utils.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/loggers/wandb/log_dataset.py,0,1,0,0,0,0,0,1,0
./Repositories/voltaML-main/voltaml/utils/loggers/wandb/sweep.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/loggers/wandb/wandb_utils.py,5,0,7,0,0,5,0,7,4
